Commit,Line Coverage %,Statement Coverage %,Branch Coverage %,Function Coverage %
406d5f5159ab709d66a6215aae0dda70d80d7e14,
781e3113292335cfa22fd5b4635eedda272c2c99,
2320e99e952323f6c1824f2616091779f19d67bd,
b984505b6772e9f24410471f11844f8c7c13d0b8,
d7858e18c396c3f382d7e5308c68a653d7e543c3,
83ad2aa44fccc568ff6b9b058d260aca49977653,
d95951d586b25327e5bc1e2d581a06547677560f,
090937986e39dc9fa2151f8e24742bb60ef9584b,
79e2989125acf1cf4443fa793cc0518b90e7c3d9,
2a5b51d7cdc6a5a995fd1d67d33840af037ebdb9,
c1ecffb48301891b6bde2f8c10f2230e7da87e41,
e779e4a8264daf3d4165e35e0ce7c11310c0ca8c,
b83ffe2ae77bfc6a7fd49255c31820581d1286fe,
7d935eca6c5e707a7d6a981b1ad4f551e8d4545f,
eb60f31d083239f758c34a4ebf8e5794671073ef,
081788aba567676250f5af007a52eb2f0dff9d85,
ef5c656fc7e6f3502241fdc5d757d73eb8bafc07,
b08634a83bd8e3b8ba02956c64d0c7c99fe2a116,55.08,42.86,17.86,56.14,
f59d82432f7e365a6b59f72ded093928c3c7185e,29.2,42.86,14.29,30.28,
1c24a018d2a268ec182850827a0294bd34f151c7,29.2,42.86,14.29,30.28,
4f81a539f35b5d4a8609f588e51a7ea82ec08ebb,53.98,42.86,17.86,55.05,
19601d47060d49296aa87774c8ec6453b315a7ad,53.98,42.86,17.86,55.05,
64da2100b416d7184ac7b4d685c91d5d202d3d60,53.98,42.86,17.86,55.05,
1c343a6712a9cf5352d078568241c75c7e24d4b1,53.98,42.86,17.86,55.05,
c0d2cc0fbd7e2597991b53ab2ef5d2d4db2525ee,
adaafc6b3bb45af04261a8b7bdaf0a4ad5b73e26,
6c9c60b4b47933deb7a185a092795ade29f00d25,
6159f9545642d3301dc193886ae6e07d5a569c61,53.98,42.86,17.86,55.05,
350c53619685c144eb4fccaa1eaa76386fa5d6d5,52.14,42.86,17.54,53.1,
1c0be09494bf42341f5aa78f1ebb0e9dd140b1f5,52.14,42.86,17.54,53.1,
5174f0119c08ee5caf8cc25fcf4764172dedc28c,52.14,42.86,17.54,53.1,
533b3ab0d71d061c6731155cd5c7e2d4bffc0334,52.14,42.86,17.54,53.1,
de784adc5a8fc6c4b7f43fd4951dbb784fe888d0,
92a226a266fa8aaaf3bc25c3e945d6bcbba383dc,52.89,45.95,18.97,53.85,
e067b83fecfab2b949ed2f8ac402180dd87d4148,52.89,45.95,18.97,53.85,
51bfe72a05b2cd823eccf770359d0a26e58493e4,52.89,45.95,18.97,53.85,
364f9f203bd9b689846fb8e03403ac53dc09c839,52.89,45.95,18.97,53.85,
cf843f02c844816e6bf82ba454400d93497ef2c0,52.89,45.95,18.97,53.85,
f87bfbd75e78db7911646e3dc5f1d4a936cd9e7d,52.89,45.95,18.97,53.85,
